Genes,PN_VT_WT_acj6_B24,PN_VT_WT_acj6_C24,PN_VT_WT_acj6_D24,PN_VT_WT_acj6_E24,PN_VT_WT_acj6_F24,PN_VT_WT_acj6_G24
FBgn0003175,4056,2789,1759,2888,3381,3359
FBgn0003187,2,4,2,1,34,267
FBgn0003189,653,336,475,1618,1379,802
FBgn0003204,4237,3542,2231,4519,3751,4977
FBgn0003205,7367,10584,5629,6595,5498,7143
FBgn0003206,986,1061,687,734,493,615
FBgn0003209,589,1060,953,1429,443,839
FBgn0003210,595,487,295,532,216,666
FBgn0003218,1391,1958,801,1412,3049,3784
FBgn0003227,305,265,40,343,133,385
FBgn0003231,7776,8370,5253,10500,9062,8520
FBgn0003248,0,0,0,0,0,26
FBgn0003249,5,0,0,0,0,0
FBgn0003250,0,7,0,0,39,0
FBgn0003254,4,4,72,5,10,56
FBgn0003255,16,45,69,96,86,84
FBgn0003256,538,741,422,481,301,358
FBgn0003257,479,897,764,464,446,507
FBgn0003261,10946,12801,6612,10856,9541,11872
FBgn0003267,5,7,21,0,4,18
FBgn0003268,12,37,5,95,17,12
FBgn0003270,0,9,6,2,17,0
FBgn0003274,6738,11379,8375,13970,10344,12173
FBgn0003275,2714,3981,3571,5902,3649,4760
FBgn0003277,1589,1997,1238,2615,2244,1818
FBgn0003278,25,56,44,31,96,37
FBgn0003279,10051,14600,10060,15627,12343,14817
FBgn0003285,90,215,128,428,209,805
FBgn0003292,0,47,13,7,3,59
FBgn0003295,1755,2357,2076,2439,2124,2966
FBgn0003300,1511,1491,1141,1545,1937,2515
FBgn0003301,549,531,277,1062,629,815
FBgn0003302,1261,1678,729,797,1096,1514
FBgn0003308,25,51,6,42,21,54
FBgn0003310,1786,2369,1438,2003,2122,2305
FBgn0003312,49,81,0,1,0,5
FBgn0003313,0,0,0,0,0,0
FBgn0003317,2315,2722,1444,2078,1926,2144
FBgn0003319,1,4,0,11,2,6
FBgn0003321,859,1047,677,808,866,1158
FBgn0003326,5387,5837,4077,6639,7544,7164
FBgn0003328,1,45,19,173,239,41
FBgn0003330,982,1872,960,1704,1385,1865
FBgn0003334,666,380,580,191,906,462
FBgn0003339,7,12,52,4,10,214
FBgn0003345,2141,2649,1683,2327,1784,2634
FBgn0003346,600,1103,372,803,717,593
FBgn0003353,849,822,616,629,873,820
FBgn0003356,24,16,2,14,1,4
FBgn0003357,7,2,3,2,0,2
FBgn0003358,2,2,4,1,3,8
FBgn0003360,20507,32207,22058,31457,21908,25500
FBgn0003366,371,71,59,33,61,592
FBgn0003371,9349,8894,5915,6620,6548,7741
FBgn0003372,2,0,0,65,2,1
FBgn0003373,37,87,12,88,17,20
FBgn0003374,0,0,0,1,0,4
FBgn0003375,0,0,0,0,0,0
FBgn0003377,6,6,3,0,8,2
FBgn0003378,0,3,4,0,2,1
FBgn0003380,15209,16588,12706,20744,12394,17908
FBgn0003382,10,23,20,1,21,41
FBgn0003386,6297,8120,5558,13825,12442,9808
FBgn0003388,1,25,10,0,0,0
FBgn0003390,93,28,5,220,120,128
FBgn0003391,99,151,29,266,17,65
FBgn0003392,18375,19711,11378,18071,13281,14092
FBgn0003396,1184,1472,933,4403,2372,3041
FBgn0003401,7,4,2,24,12,5
FBgn0003410,6075,8761,6817,8178,4930,7374
FBgn0003411,0,0,0,7,0,0
FBgn0003415,2520,2157,1761,4992,3783,4540
FBgn0003416,58,99,4,146,45,37
FBgn0003423,7392,7841,5246,7127,5833,7928
FBgn0003429,4888,6313,4120,7654,5718,7044
FBgn0003430,169,142,172,45,339,483
FBgn0003435,18811,22583,14727,22260,16245,18965
FBgn0003444,64,207,145,375,77,268
FBgn0003447,11110,11995,7394,8065,6771,8666
FBgn0003448,38,55,16,2,20,74
FBgn0003449,1684,2769,1925,2704,1777,2636
FBgn0003450,0,0,0,0,0,0
FBgn0003459,57,341,48,358,190,419
FBgn0003460,11,0,10,0,1,25
FBgn0003462,41924,65010,55789,78976,52492,72297
FBgn0003463,306,311,350,351,530,417
FBgn0003464,1687,2455,1456,2972,2269,2298
FBgn0003475,4319,3134,3566,4731,4186,4955
FBgn0003479,420,450,452,438,808,541
FBgn0003480,49,143,45,138,138,92
FBgn0003482,0,0,0,0,0,0
FBgn0003483,2,6,3,0,2,1
FBgn0003486,3,1,0,2,2,1
FBgn0003495,1248,2126,1346,1758,1299,1599
FBgn0003499,20,29,61,40,15,100
FBgn0003502,3400,4662,3864,5315,2092,3492
FBgn0003507,53,10,5,6,3,13
FBgn0003510,0,0,0,0,0,0
FBgn0003511,0,0,0,0,0,0
FBgn0003512,1610,1216,823,1552,1545,1035
FBgn0003513,3,2,11,2,20,13
FBgn0003514,11066,17077,13034,15484,11261,14567
FBgn0003515,376,293,325,158,225,728
FBgn0003517,39323,48701,37503,56766,49902,59354
FBgn0003520,3851,4644,3060,5945,4896,5327
FBgn0003525,114,91,122,44,143,17
FBgn0003527,0,0,0,1,3,1
FBgn0003545,0,0,0,0,39,0
FBgn0003557,20615,23405,11935,24678,34566,31428
FBgn0003559,3196,4403,2543,3559,4386,2790
FBgn0003567,385,73,125,133,39,249
FBgn0003575,310,130,160,438,608,1061
FBgn0003598,1326,1543,1313,1199,1039,1728
FBgn0003607,8459,11296,7612,12396,10162,12682
FBgn0003612,12665,13340,6768,22607,19777,22832
FBgn0003638,3636,3847,2094,4721,3254,4046
FBgn0003651,88,102,136,116,94,44
FBgn0003654,746,746,693,2401,1974,1491
FBgn0003655,7,19,1,7,1,35
FBgn0003656,1389,2219,1174,2690,2957,1295
FBgn0003660,367,443,435,313,224,384
FBgn0003676,10968,11828,9853,11762,9502,13746
FBgn0003683,0,0,1,30,2,4
FBgn0003687,754,1561,833,929,1096,1990
FBgn0003701,0,62,26,91,1,1
FBgn0003710,1989,2828,1886,2102,2440,2144
FBgn0003714,1658,2561,1947,2762,1859,2647
FBgn0003716,230,74,49,62,510,33
FBgn0003719,49,170,100,21,18,23
FBgn0003720,21,0,0,0,0,0
FBgn0003721,3363,4111,3729,4611,3435,4131
FBgn0003731,151,40,12,5,5,190
FBgn0003732,1048,1329,967,989,927,974
FBgn0003733,13,18,4,164,46,21
FBgn0003741,503,1113,555,783,754,867
FBgn0003742,3062,2243,1737,2790,2665,3024
FBgn0003744,1688,1272,618,1522,1294,1151
FBgn0003747,0,43,28,1,3,11
FBgn0003748,1318,1528,466,751,725,896
FBgn0003751,133,108,112,113,45,66
FBgn0003861,42,0,50,0,2,35
FBgn0003862,6570,7672,5503,10507,12793,8510
FBgn0003863,0,0,1,1,0,0
FBgn0003865,0,0,0,0,91,1
FBgn0003866,317,453,362,898,687,761
FBgn0003867,120,200,62,308,102,421
FBgn0003870,81,116,103,80,226,86
FBgn0003882,1892,2483,1607,1472,1725,2264
FBgn0003884,158272,205408,147067,222751,204665,223224
FBgn0003885,18612,20717,15198,17817,17597,21686
FBgn0003886,252,291,206,32,99,112
FBgn0003887,319401,412360,295324,534375,396010,481069
FBgn0003888,13848,18274,11136,19450,9777,17824
FBgn0003889,96,36,99,117,292,38
FBgn0003890,184,134,118,105,129,405
FBgn0003891,11997,14642,10425,31220,23468,25208
FBgn0003892,24,27,39,52,12,59
FBgn0003896,1321,996,731,1626,774,833
FBgn0003900,1,0,0,0,1,112
FBgn0003916,0,0,0,0,0,0
FBgn0003920,0,0,0,0,0,0
FBgn0003922,0,0,0,0,0,0
FBgn0003923,0,0,0,0,0,0
FBgn0003926,0,0,0,0,0,0
FBgn0003930,0,3,0,0,0,0
FBgn0003931,0,0,0,0,2,0
FBgn0003933,0,0,0,0,0,0
FBgn0003934,0,0,0,0,0,0
FBgn0003935,0,0,0,0,0,0
FBgn0003936,0,0,0,0,0,0
FBgn0003938,1,0,2,0,0,0
FBgn0003941,12300,19632,15391,25012,17052,22065
FBgn0003942,4259,6322,5012,8374,5427,7755
FBgn0003943,1641,2084,1409,2373,1987,2017
FBgn0003944,1,0,1,6,0,20
FBgn0003950,21,28,0,23,19,208
FBgn0003961,0,0,0,0,1,1
FBgn0003963,2192,1767,1459,4192,3056,4111
FBgn0003964,683,758,503,696,374,946
FBgn0003965,0,0,0,0,0,26
FBgn0003969,613,733,329,700,624,1049
FBgn0003975,29,30,30,26,0,32
FBgn0003977,315,594,821,1549,818,381
FBgn0003978,1624,2569,2151,2020,2034,1791
FBgn0003979,0,2,1,1,1,0
FBgn0003980,3,1,0,12,0,0
FBgn0003983,0,0,0,0,0,0
FBgn0003984,136,98,236,340,151,165
FBgn0003996,344,306,201,476,600,341
FBgn0003997,15,37,43,77,88,67
FBgn0004003,0,30,26,91,83,148
FBgn0004009,0,0,16,0,0,1
FBgn0004034,253,166,140,178,214,506
FBgn0004045,35,34,138,11,26,45
FBgn0004047,9,126,56,6,18,0
FBgn0004049,294,446,232,505,781,533
FBgn0004050,2522,2288,2444,4476,3271,2827
FBgn0004052,2,8,0,0,0,0
FBgn0004053,4,2,0,0,0,0
FBgn0004054,0,0,0,2,0,0
FBgn0004055,970,1404,1043,1850,1109,1664
FBgn0004057,0,0,0,0,1,79
FBgn0004066,7666,10362,8073,10071,8907,12090
FBgn0004087,2,59,0,48,7,6
FBgn0004101,1460,1240,548,1826,1218,1353
FBgn0004102,52,52,80,10,374,98
FBgn0004103,21467,28448,17829,30013,20668,25476
FBgn0004106,62,35,67,0,45,69
FBgn0004107,206,188,167,765,918,277
FBgn0004108,5624,8748,4678,9568,4799,9191
FBgn0004110,1,0,0,0,1,0
FBgn0004117,64,30,43,193,26,73
FBgn0004118,15897,19804,13194,18608,15271,18086
FBgn0004132,924,1587,1231,1598,1344,1565
FBgn0004133,717,853,1266,2800,3581,1762
FBgn0004143,0,0,0,0,0,0
FBgn0004167,297,175,142,13,719,782
FBgn0004168,1011,1139,843,1057,607,1135
FBgn0004169,18,4,13,10,57,88
FBgn0004170,0,0,0,0,2,2
FBgn0004171,2,0,0,2,126,0
FBgn0004172,0,0,0,0,0,0
FBgn0004173,0,0,1,0,0,0
FBgn0004174,0,0,0,0,0,0
FBgn0004175,0,0,0,0,0,0
FBgn0004177,51974,66398,44180,56538,47644,57413
FBgn0004179,2690,3095,2335,7165,3870,3341
FBgn0004181,0,0,0,1,0,0
FBgn0004183,0,0,0,0,0,0
FBgn0004185,0,0,0,0,0,0
FBgn0004186,0,0,0,0,0,0
FBgn0004187,0,0,0,0,0,0
FBgn0004188,0,0,0,0,0,0
FBgn0004189,0,0,0,0,0,0
FBgn0004190,0,0,0,0,0,0
FBgn0004191,2,7,3,6,13,13
FBgn0004192,0,0,0,0,0,2
FBgn0004197,248,8,282,237,0,1
FBgn0004198,476,666,515,460,347,622
FBgn0004227,1644,2163,1211,2085,951,1589
FBgn0004228,6,1,5,25,0,2
FBgn0004237,1479,1411,833,1089,1333,1610
FBgn0004240,0,0,1,0,22,0
FBgn0004242,8320,8438,5645,10346,6528,8580
FBgn0004244,43997,62785,46515,62957,45711,66264
FBgn0004359,26,0,239,3,4,78
FBgn0004360,296,58,948,2390,2277,1992
FBgn0004362,7257,9919,6935,8558,6583,9470
FBgn0004363,29652,37436,27788,34109,25322,35655
FBgn0004364,4586,6752,4018,10767,10489,11381
FBgn0004367,57,106,38,133,86,12
FBgn0004368,223,310,158,335,665,681
FBgn0004369,5538,6840,5329,15580,8435,13001
FBgn0004370,1168,1427,1059,1254,1463,2216
FBgn0004372,1,1,0,0,1,1
FBgn0004373,3923,4365,3140,4910,5768,8852
FBgn0004374,8,0,75,11,10,25
FBgn0004378,0,0,12,0,0,0
FBgn0004379,25,3,0,221,154,289
FBgn0004380,4385,3286,2035,3807,4390,4517
FBgn0004381,3930,4415,2447,3244,3294,3015
FBgn0004387,1589,1603,1381,3442,1780,2329
FBgn0004389,28,0,59,190,102,90
FBgn0004390,1942,2187,1708,1113,1407,3005
FBgn0004391,7944,7771,5066,8812,14096,9496
FBgn0004394,299,39,60,72,31,10
FBgn0004395,3290,4108,3222,6987,5549,9161
FBgn0004396,804,987,680,1646,1124,2000
FBgn0004397,95,4,104,19,3,363
FBgn0004400,0,0,0,1,0,4
FBgn0004401,7800,8054,5661,8363,8087,8227
FBgn0004403,6365,9883,7508,12240,8526,11068
FBgn0004404,1545,2435,1744,2516,1684,2320
FBgn0004406,41,81,22,56,32,222
FBgn0004407,0,0,0,0,0,0
FBgn0004414,0,0,0,87,0,0
FBgn0004419,2898,3825,2502,3499,2817,3915
FBgn0004425,0,0,2,0,0,0
FBgn0004426,1,0,0,0,0,0
FBgn0004427,1,2,0,4,0,0
FBgn0004428,0,0,1,0,0,0
FBgn0004429,0,0,0,0,2,0
FBgn0004430,11,0,1,0,3,0
FBgn0004431,13,0,23,67,2,77
FBgn0004432,79336,107189,84860,107290,75444,109300
FBgn0004435,781,1109,863,1480,843,1555
FBgn0004436,4250,5923,3630,5022,3479,4804
FBgn0004449,19447,23609,17424,44912,41009,41353
FBgn0004456,191,146,45,389,111,366
FBgn0004463,154,818,178,273,329,975
FBgn0004465,7237,10078,6935,9198,8016,9242
FBgn0004507,794,823,589,901,1120,934
FBgn0004509,3121,2998,2541,3708,2666,2870
FBgn0004510,434,494,500,208,167,769
FBgn0004511,0,0,1,3,0,45
FBgn0004512,124,122,74,56,108,93
FBgn0004513,202,74,185,2,61,211
FBgn0004514,2162,2078,1469,6675,5975,4807
FBgn0004516,264,89,491,239,426,527
FBgn0004552,125,674,151,567,91,208
FBgn0004554,0,18,0,0,0,0
FBgn0004556,19,172,36,7,15,29
FBgn0004567,69,1,60,0,217,27
FBgn0004569,54,199,111,0,30,31
FBgn0004573,860,1176,602,2122,697,601
FBgn0004574,7202,10298,7142,20170,11310,16171
FBgn0004575,6138,8124,5265,10996,7767,9714
FBgn0004577,0,9,0,0,0,0
FBgn0004580,1056,1655,1317,2058,1896,2444
FBgn0004581,0,1,4,1,37,4
FBgn0004583,86,35,0,337,6,5
FBgn0004584,2341,2538,1874,2751,2241,2450
FBgn0004587,7489,7694,6366,7089,6273,9035
FBgn0004588,0,0,0,0,0,0
FBgn0004589,0,0,0,0,0,3
FBgn0004590,0,0,0,0,0,0
FBgn0004591,0,0,0,0,0,0
FBgn0004592,0,2,0,0,0,0
FBgn0004593,0,0,0,0,0,0
FBgn0004594,0,0,0,0,0,0
FBgn0004595,82990,95292,72117,165194,100342,133060
FBgn0004597,1523,1838,867,1729,1278,1598
FBgn0004598,941,1409,1121,1465,665,1478
FBgn0004606,196,267,320,157,120,87
FBgn0004607,23120,40473,23343,15365,16338,18688
FBgn0004611,4185,6962,3685,6116,5953,7465
FBgn0004618,44,24,32,53,6,21
FBgn0004619,1159,1449,1167,2719,1916,1898
FBgn0004620,0,12,13,0,4,39
FBgn0004622,7457,10198,6123,7911,9332,10004
FBgn0004623,9,0,0,0,0,0
FBgn0004629,1,3,4,9,4,7
FBgn0004635,2381,3379,2256,3010,2367,2369
FBgn0004636,3824,5933,4661,5606,4516,5478
FBgn0004638,1086,1232,1191,845,441,325
FBgn0004643,449,574,251,299,359,424
FBgn0004644,19,4,1,33,14,23
FBgn0004646,687,1380,649,424,681,874
FBgn0004647,157,303,122,165,177,169
FBgn0004648,4975,5495,3204,7528,5406,5676
FBgn0004649,2,5,4,93,47,6
FBgn0004650,0,6,0,5,1,0
FBgn0004652,1477,674,1167,825,2217,2036
FBgn0004654,125,54,114,75,161,45
FBgn0004655,6355,6703,5994,4287,4897,4522
FBgn0004656,3753,5140,3733,6932,5041,6059
FBgn0004657,2516,2442,2400,5279,4286,5112
FBgn0004666,1,7,14,4,10,30
FBgn0004687,4674,5613,3984,4134,3001,4088
FBgn0004698,3036,3371,2766,3487,3551,2210
FBgn0004777,0,0,0,0,0,0
FBgn0004778,0,0,0,0,0,1
FBgn0004779,0,0,0,0,0,0
FBgn0004780,13,0,95,0,0,1
FBgn0004781,0,0,0,0,0,0
FBgn0004782,0,0,0,0,0,3
FBgn0004783,0,0,1,0,0,0
FBgn0004784,18,17,20,19,0,38
FBgn0004795,18,42,28,26,3,2
FBgn0004797,224,204,107,155,199,121
FBgn0004811,2495,3656,2531,3426,1617,2857
FBgn0004828,1752,2076,1613,1545,776,1310
FBgn0004832,1421,1908,1367,1965,1771,1460
FBgn0004837,415,311,216,444,429,335
FBgn0004838,19146,20089,13366,14965,10474,11962
FBgn0004839,2428,2631,2290,3019,2813,3938
FBgn0004841,172,168,84,202,90,187
FBgn0004842,40,17,180,139,483,0
FBgn0004852,13416,20161,14415,24903,18952,20503
FBgn0004854,8,88,1,0,0,3
FBgn0004855,1492,2253,1840,2763,2121,3697
FBgn0004856,5586,8207,4782,7034,6732,8422
FBgn0004858,545,418,362,585,252,397
FBgn0004859,321,1301,849,455,599,245
FBgn0004860,835,1393,1131,2896,1655,1955
FBgn0004861,588,1056,649,1505,1857,1108
FBgn0004862,3,0,2,0,5,14
FBgn0004863,5352,5435,3437,5764,5400,5325
FBgn0004864,324,474,253,794,529,582
FBgn0004865,715,1514,678,1107,977,1201
FBgn0004867,15909,25029,17021,24447,20096,26051
FBgn0004868,89550,133599,98050,154555,107548,151635
FBgn0004870,210,257,56,138,151,122
FBgn0004872,62,0,11,1,0,4
FBgn0004875,7479,10290,6040,13760,13233,14722
FBgn0004876,5319,6140,4569,5970,4381,7232
FBgn0004878,15,48,16,84,50,91
FBgn0004880,12137,11800,8831,14860,11022,12654
FBgn0004882,455,500,417,885,984,538
FBgn0004885,2785,3602,3044,1076,1347,3072
FBgn0004888,17952,23597,17270,19890,16443,21144
FBgn0004889,2009,1885,1667,4693,1972,2659
FBgn0004892,0,1,2,2,0,3
FBgn0004893,35,0,88,90,59,97
FBgn0004895,0,4,0,0,2,0
FBgn0004896,11,21,93,85,79,33
FBgn0004897,41,0,0,53,16,33
FBgn0004898,21,8,31,152,49,4
FBgn0004901,32,0,59,50,4,94
FBgn0004903,3633,4357,3322,4415,3621,4107
FBgn0004907,45688,58098,41159,58202,44116,54325
FBgn0004908,686,1200,1038,1523,1106,1278
FBgn0004910,17,16,5,36,10,21
FBgn0004911,0,0,0,12,3,0
FBgn0004913,753,521,363,531,350,564
FBgn0004914,76,131,41,61,59,38
FBgn0004915,3261,4927,3625,5992,5311,5345
FBgn0004919,2852,2555,2047,4525,2022,4217
FBgn0004921,9862,11109,8466,11671,8232,11285
FBgn0004924,2230,3069,2256,4985,2879,3762
FBgn0004926,1721,2453,1786,2998,2364,2907
FBgn0004956,10,0,6,158,1,62
FBgn0004957,2744,4779,2528,3193,2911,4193
FBgn0004959,6,72,0,0,46,14
FBgn0005198,812,762,126,2139,2278,1167
FBgn0005278,5359,6006,3701,8442,5441,5992
FBgn0005322,3050,3797,2293,4060,3361,4267
FBgn0005355,3554,5609,3224,2590,2646,3180
FBgn0005386,513,467,568,1227,652,399
FBgn0005390,15,247,37,283,143,54
FBgn0005391,2,58,3,0,67,2
FBgn0005411,3211,3412,3049,4566,4231,4606
FBgn0005427,670,593,659,1530,496,578
FBgn0005533,4084,5484,4150,8028,5528,6899
FBgn0005536,1243,2159,1149,2657,1200,2532
FBgn0005558,27,117,128,62,42,228
FBgn0005561,84,69,1,11,15,6
FBgn0005564,928,840,568,1909,1598,2281
FBgn0005585,86727,121187,83937,117893,97599,116745
FBgn0005586,109776,145349,93756,153314,126376,140969
FBgn0005590,9,1,0,0,1,24
FBgn0005592,26,12,0,1,4,23
FBgn0005593,12140,17917,13014,18173,16002,17920
FBgn0005596,333,1255,347,2113,518,704
FBgn0005612,3469,4901,2962,4864,2631,3333
FBgn0005613,82,105,10,550,80,0
FBgn0005614,2,2,7,6,17,7
FBgn0005616,2392,4316,1865,4007,4333,2738
FBgn0005617,142,211,75,419,170,504
FBgn0005619,9,171,2,1,9,2
FBgn0005624,1100,2028,1536,3409,1710,3384
FBgn0005626,501,674,331,587,131,96
FBgn0005631,9817,8688,7530,19575,18791,20165
FBgn0005632,5157,6831,3189,4171,6751,6993
FBgn0005633,11,2,16,7,6,1
FBgn0005636,1337,1830,924,1405,1328,2445
FBgn0005638,0,1,0,6,3,3
FBgn0005640,1097,1581,1437,1131,744,748
FBgn0005642,608,549,720,890,673,893
FBgn0005648,1710,2144,1619,1462,1526,1569
FBgn0005649,1846,2462,1918,2341,1726,2420
FBgn0005654,0,0,0,0,0,0
FBgn0005655,149,377,295,183,183,63
FBgn0005658,173,176,63,36,55,63
FBgn0005659,40,19,0,176,45,4
FBgn0005660,28,230,58,39,110,139
FBgn0005664,2,1,0,0,0,0
FBgn0005666,32,7,12,71,247,38
FBgn0005670,3,0,0,0,130,99
FBgn0005671,16271,14427,11636,27292,22291,24474
FBgn0005672,11654,14572,10735,16090,10802,15105
FBgn0005674,1358,2835,1408,3082,2610,3164
FBgn0005677,185,588,425,149,397,902
FBgn0005683,150,446,258,30,169,552
FBgn0005694,1430,1812,575,1507,943,902
FBgn0005695,1542,1857,921,1313,2079,2343
FBgn0005696,248,59,170,541,162,365
FBgn0005771,1586,1876,820,2731,1752,2229
FBgn0005775,3208,4392,3050,5838,4142,5007
FBgn0005777,1505,1809,743,2031,1338,1024
FBgn0005778,0,11,10,4,4,0
FBgn0005779,0,5,2,2,2,0
FBgn0008635,3869,5478,2355,5941,5179,4274
FBgn0008636,195,169,224,240,104,50
FBgn0008646,0,17,7,0,49,0
FBgn0008651,0,1,0,0,1,0
FBgn0010014,27919,37419,27153,30398,23286,29468
FBgn0010015,2,8,0,53,14,0
FBgn0010019,0,1,1,3,1,0
FBgn0010038,1,21,41,11,7,67
FBgn0010039,343,726,327,402,306,424
FBgn0010040,4,0,0,2,0,0
FBgn0010041,1,5,0,1,0,12
FBgn0010042,0,0,0,0,0,0
FBgn0010043,0,0,0,0,0,0
FBgn0010044,0,0,131,107,24,0
FBgn0010051,930,607,430,483,512,514
FBgn0010052,13,28,4,0,2,98
FBgn0010053,0,0,0,1,0,0
FBgn0010078,6113,10404,7552,11798,9273,11099
FBgn0010097,4,0,6,8,27,6
FBgn0010100,12230,16644,9727,24920,21455,23416
FBgn0010105,6305,7200,5278,14072,9723,12959
FBgn0010109,0,15,11,3,4,1
FBgn0010113,1224,1282,952,2330,1529,1396
FBgn0010114,1413,1089,851,1402,856,1704
FBgn0010173,607,666,353,622,544,840
FBgn0010194,832,576,417,884,499,915
FBgn0010197,238,491,307,581,659,342
FBgn0010198,4607,6733,4689,8928,6016,8345
FBgn0010213,7962,11524,9931,13178,8418,12737
FBgn0010215,2967,2751,1612,2791,1791,2479
FBgn0010217,105200,130562,90736,124727,106284,123055
FBgn0010220,627,720,543,526,575,490
FBgn0010222,406,485,368,520,412,556
FBgn0010223,1,47,0,80,26,4
FBgn0010225,333,380,224,394,493,300
FBgn0010226,593,665,300,446,468,428
FBgn0010228,10059,13869,12005,17639,11249,16086
FBgn0010235,3168,4053,2632,4257,3522,3019
FBgn0010238,1231,1911,817,451,423,495
FBgn0010240,4574,5160,3650,4725,2830,5091
FBgn0010241,15,0,19,0,10,165
FBgn0010246,2,4,1,1,5,0
FBgn0010247,1085,1033,1103,1594,718,795
FBgn0010258,0,17,0,1,8,0
FBgn0010263,17629,21401,14107,20352,12717,18747
FBgn0010265,6793,9549,8309,13298,8563,11617
FBgn0010269,5431,5322,4363,5325,4772,4294
FBgn0010278,9710,16026,11171,15018,12567,16911
FBgn0010280,2418,2166,2072,2501,3131,3896
FBgn0010282,2691,4077,1981,3277,3398,3584
FBgn0010287,251,348,194,343,306,315
FBgn0010288,9531,14548,11393,14700,12952,17461
FBgn0010292,491,324,426,570,548,938
FBgn0010294,0,0,0,2,0,0
FBgn0010295,0,0,0,0,0,0
FBgn0010296,0,0,0,0,0,0
FBgn0010300,6507,8294,5686,9881,7522,8895
FBgn0010303,709,1370,603,1140,512,1110
FBgn0010309,3081,3220,2424,3995,2367,4734
FBgn0010313,9868,11886,8310,15360,10392,14839
FBgn0010314,9,3,38,0,49,0
FBgn0010315,41,139,24,76,0,1
FBgn0010316,0,0,4,102,44,13
FBgn0010317,862,1114,1059,810,438,740
FBgn0010323,9,3,16,19,0,1
FBgn0010328,2295,2896,2293,4224,3871,4784
FBgn0010329,5963,7264,4736,6853,6476,5628
FBgn0010333,12480,18407,13229,16032,12011,16538
FBgn0010339,2404,2976,1848,3088,2116,2489
FBgn0010340,848,1018,1065,1401,1346,862
FBgn0010341,1325,2364,1688,3031,1663,3004
FBgn0010342,5089,6433,4275,5219,5156,5970
FBgn0010348,12259,15908,11254,10225,7090,10293
FBgn0010350,5502,7468,6739,9160,5154,6200
FBgn0010352,8439,14727,8401,13215,12225,16778
FBgn0010355,1338,2973,2873,2139,2910,3181
FBgn0010356,795,593,695,700,672,525
FBgn0010357,2,0,2,2,1,0
FBgn0010358,0,0,0,0,0,0
FBgn0010359,0,0,0,0,0,0
FBgn0010379,491,732,371,520,319,519
FBgn0010380,11586,14269,7903,10149,12638,8053
FBgn0010382,13,8,34,7,6,3
FBgn0010383,1,6,0,137,84,144
FBgn0010385,0,0,0,0,6,0
FBgn0010387,15,70,33,67,29,85
FBgn0010388,0,8,11,2,23,7
FBgn0010389,41,123,78,129,60,81
FBgn0010391,2495,4235,2470,2634,2840,3734
FBgn0010395,1,54,129,3,143,9
FBgn0010397,20,87,93,48,57,67
FBgn0010398,815,939,703,524,799,984
FBgn0010399,1124,1607,1093,3064,1910,2208
FBgn0010401,0,0,0,0,27,0
FBgn0010403,0,0,0,7,0,0
FBgn0010406,1069,1282,868,1261,961,1008
FBgn0010407,3153,3575,2458,3621,2656,3414
FBgn0010408,2571,4033,2908,4715,4301,4586
FBgn0010409,11219,15524,12296,21149,15727,17336
FBgn0010411,3035,5065,3673,5778,4702,5625
FBgn0010412,3093,4865,3805,6390,4273,5842
FBgn0010414,915,1580,518,751,1236,693
FBgn0010415,10496,15457,9811,13864,11646,14637
FBgn0010416,1926,2866,1787,2891,3426,2206
FBgn0010417,2319,2862,1902,2816,3300,4053
FBgn0010421,1178,1320,986,1066,1052,1272
FBgn0010422,3144,4242,2748,2628,3259,3637
FBgn0010423,0,0,0,0,0,0
FBgn0010424,86,76,79,294,54,64
FBgn0010425,0,1,0,0,1,0
FBgn0010431,19,0,28,116,19,60
FBgn0010433,447,1410,697,4947,1921,3387
FBgn0010434,1591,1859,1423,1716,1872,1440
FBgn0010435,324,72,65,229,313,350
FBgn0010438,151,345,339,445,401,370
FBgn0010441,61,13,42,1,289,148
FBgn0010452,1920,3492,3091,5340,3102,3619
FBgn0010453,258,153,113,25,213,154
FBgn0010470,62,263,52,66,192,56
FBgn0010473,10614,14346,8221,13945,11546,12619
FBgn0010482,0,24,17,3,31,6
FBgn0010488,7381,8682,5233,9441,8897,9155
FBgn0010497,17,82,125,8,21,17
FBgn0010501,1746,3162,1534,1994,3891,4508
FBgn0010504,240,139,116,305,233,611
FBgn0010516,2015,2868,2434,2349,2123,2767
FBgn0010520,859,1311,605,1487,773,985
FBgn0010531,257,171,224,276,414,156
FBgn0010548,2803,3034,2170,2251,2470,2998
FBgn0010549,0,1,0,152,4,4
FBgn0010551,19308,29999,20698,32513,24393,32984
FBgn0010575,5611,8277,6417,10839,8354,10280
FBgn0010583,12254,12385,9244,10733,7363,11399
FBgn0010590,5233,7543,6500,10045,7429,9190
FBgn0010591,1827,1347,1166,2154,2619,685
FBgn0010602,5257,7370,5845,7276,5462,6586
FBgn0010607,430,587,542,420,526,616
FBgn0010611,3190,2298,1627,2353,3391,3043
FBgn0010612,6495,12482,10667,15557,10498,13198
FBgn0010620,40,121,92,157,77,222
FBgn0010621,9524,9658,7629,10033,9048,11746
FBgn0010622,3495,3985,3182,4635,3783,4052
FBgn0010638,8110,12854,9687,14355,10313,15082
FBgn0010651,120,133,514,269,331,139
FBgn0010660,399,519,526,1466,747,1188
FBgn0010741,3796,4960,3856,6027,4105,5449
FBgn0010747,3717,4359,2871,3732,3505,3742
