,NAME,ensembl,htseqout_filter_B24,htseqout_filter_C24,htseqout_filter_D24,htseqout_filter_E24,htseqout_filter_F24,htseqout_filter_G24
273,RpS5a,FBgn0002590,8.908016044,9.138195623,9.296131066,9.213225448,9.177037156,9.1737061
274,E(spl)m2-BFM,FBgn0002592,1.649047944,1.345821437,-0.03259836,-4.002720471,0.461404513,2.011978077
275,RpLP1,FBgn0002593,8.881583084,9.20968647,9.321298304,9.33228803,9.355914951,9.236786472
276,RpL19,FBgn0002607,8.390360853,8.507993951,8.672976635,8.772506998,8.684869165,8.77123547
277,E(spl)m3-HLH,FBgn0002609,0.830286418,2.20116208,1.927166025,1.35269551,0.77731048,0.132144361
278,RpS3,FBgn0002622,7.223687347,7.668965157,7.685938845,7.488521275,7.579986327,7.421097865
279,RpL32,FBgn0002626,6.645392946,6.925422002,7.112579093,7.384340564,7.126563703,7.12167637
280,E(spl)m6-BFM,FBgn0002632,1.729000259,0.96353461,-0.999645766,0.280206855,0.886552621,-0.857381522
281,E(spl)m7-HLH,FBgn0002633,0.312544131,0.500561402,0.234661794,-1.026121384,2.096100301,1.327824257
282,Rcc1,FBgn0002638,4.473977771,5.078413505,5.004367901,4.832231041,5.280101341,4.954855167
283,mal,FBgn0002641,2.699572176,1.297029912,2.728680292,-1.720251743,3.050750596,0.451968476
284,mam,FBgn0002643,7.020642373,7.198497337,6.714802149,7.34779291,7.4377443,6.997279604
285,Map205,FBgn0002645,5.640617857,6.0692328,5.718932419,6.025981737,6.074066303,5.438367169
286,twe,FBgn0002673,2.609499991,3.226509557,3.433883835,4.070936716,3.201079806,4.261745687
287,mei-9,FBgn0002707,3.012350059,2.868540483,4.619169516,3.10126784,3.99740035,4.416753878
288,mei-S332,FBgn0002715,2.651140229,1.686137261,2.057008429,1.652269419,3.624222912,2.115210045
289,mei-W68,FBgn0002716,2.14502788,2.928499238,2.534261779,2.093720173,1.977635318,0.451968476
290,Men,FBgn0002719,9.353649129,9.41297402,9.030675782,8.344784894,8.590261136,8.341765601
291,Met,FBgn0002723,3.536962738,3.27350507,3.526472654,2.898504343,4.363787505,2.277776657
292,E(spl)mbeta-HLH,FBgn0002733,2.330740884,2.183374316,2.967598026,1.82583969,1.082970983,1.858129253
293,E(spl)mgamma-HLH,FBgn0002735,-1.025334803,1.280392358,0.234661794,0.514695035,0.351364043,-0.01869118
294,mago,FBgn0002736,7.767384777,7.890866326,7.907033539,7.949556656,7.403689122,7.965560785
295,Mlc1,FBgn0002772,0.039052451,0.283971128,0.234661794,0.954352297,0.388984533,0.872062952
296,Mlc2,FBgn0002773,0.506510519,0.713837389,2.544138717,2.129492369,1.901586906,2.628078802
297,mle,FBgn0002774,4.671040693,4.632250654,4.703114643,3.938559066,4.133837635,3.887906811
298,msl-3,FBgn0002775,6.201347513,6.539320938,6.864203018,7.048542611,6.67937054,6.74265413
299,mnd,FBgn0002778,5.237843986,5.195073455,5.85608238,5.053202312,4.775958013,5.394264108
300,mod,FBgn0002780,7.297657822,6.747331765,7.052432814,7.478586998,7.573108272,7.271415334
301,mod(mdg4),FBgn0002781,6.879749097,7.050277949,6.637909575,7.164888084,7.024187933,7.33719789
302,mor,FBgn0002783,6.875363662,6.534944111,6.322820757,7.001356875,8.000107069,7.290840619
303,Rpn8,FBgn0002787,6.202748361,5.847164625,5.72762621,5.687248849,6.108301458,5.710528301
304,mr,FBgn0002791,5.266259188,4.677428605,4.746535476,4.556476206,4.793598308,4.354817555
305,MtnA,FBgn0002868,1.2326139,0.984229408,1.896653487,0.075363748,1.37310005,0.66493115
306,mu2,FBgn0002872,4.424407532,3.118329124,4.161110522,3.242725789,2.17359343,2.659471146
307,mus101,FBgn0002878,3.377409966,1.408411468,4.085346847,5.371557215,4.059961084,2.732137808
308,mus201,FBgn0002887,2.707488422,2.488716099,1.881151757,0.248023002,0.351364043,0.737330092
309,mus205,FBgn0002891,4.277929405,3.168920635,2.737315714,3.500081252,4.723546521,3.69839873
310,mus304,FBgn0002901,2.549107624,2.100498408,2.463162466,2.612826683,3.216855695,2.628078802
311,mus308,FBgn0002905,2.010721452,2.72837085,0.858652928,1.868803062,3.412210741,3.044236794
312,Blm,FBgn0002906,2.89246995,2.72837085,1.942183658,0.993703541,0.530362279,-0.930283975
313,Myb,FBgn0002914,6.613623935,6.149297972,6.077969563,6.329725486,6.232489541,6.283629214
314,na,FBgn0002917,4.445860808,5.556357293,4.788687563,4.99742544,5.158756714,5.421070573
315,Atpalpha,FBgn0002921,15.21383609,15.07470795,15.03386465,15.15496111,15.50092627,15.26490739
316,ncd,FBgn0002924,3.306212914,3.094733106,3.63211768,3.162982016,3.812498591,3.000777908
317,ndl,FBgn0002926,1.890700147,2.75269873,0.726104013,-0.678117084,-0.998417637,0.66493115
318,net,FBgn0002931,0.469747574,0.106574195,-0.155102255,1.45492399,1.39175163,-0.597830046
319,neur,FBgn0002932,6.672944189,6.682723506,5.706892264,7.132750176,7.419397596,7.071214248
320,ninaB,FBgn0002937,3.811248096,2.579916839,3.480920884,1.050788252,1.31565334,-2.148335937
321,ninaC,FBgn0002938,-2.052317812,0.663400827,1.509951068,-4.002720471,0.056348366,1.648834172
322,ninaD,FBgn0002939,1.254392385,-4.002720471,3.172514042,1.990511666,2.456518428,2.563167423
323,slou,FBgn0002941,1.984899633,0.529009919,1.383627568,-4.002720471,0.563643284,0.66493115
324,nkd,FBgn0002945,5.162097903,5.392811653,5.343872286,6.446003534,6.236364543,5.931711256
325,nod,FBgn0002948,4.660884336,3.359183015,2.745899756,-0.949480551,0.461404513,1.648834172
326,numb,FBgn0002973,4.038488907,2.68478424,4.242222884,3.433671002,4.182853334,4.099545752
327,okr,FBgn0002989,0.771084926,0.855358807,2.111166142,0.851005434,0.190230292,3.458925105
328,opa,FBgn0003002,-2.052317812,2.86296407,-3.290859744,2.993773446,3.216855695,0.828535237
329,or,FBgn0003008,5.21303456,5.157984545,5.459287781,5.484638983,5.440980788,5.605646035
330,osp,FBgn0003016,4.541962348,4.103711709,4.626160826,5.255949954,4.033480819,3.264389354
331,pbl,FBgn0003041,2.289145388,2.452044287,2.150490637,2.38021327,2.996946097,0.828535237
332,Pc,FBgn0003042,3.668498785,2.960183244,2.49406362,2.606494301,2.959928288,2.502140252
333,Pcl,FBgn0003044,7.327179429,6.341498146,7.581007531,7.869679578,8.516890259,8.216237947
334,pcx,FBgn0003048,4.340354598,4.996744713,4.471719182,4.45439569,4.671068932,3.965310223
335,Fib,FBgn0003062,2.601025753,2.851746162,2.648543404,2.790922529,2.073172753,2.21999299
336,per,FBgn0003068,3.44051618,1.795563829,3.721875501,4.005062593,4.185528208,3.92712756
337,Pfk,FBgn0003071,5.491568552,4.710407215,4.748672588,4.902405302,4.659571016,4.375759833
338,Pgi,FBgn0003074,7.221961324,6.742784515,6.733806203,6.984363548,7.087768346,6.797654236
339,Pgm,FBgn0003076,6.222909273,6.497194998,6.619343066,6.222009006,6.542618843,6.036453277
340,Raf,FBgn0003079,7.725848199,7.602965351,7.49546552,8.102367408,8.18506675,7.898568382
341,phr,FBgn0003082,4.060289576,4.403620322,4.489718789,2.327286184,3.457179048,3.667851017
342,pip,FBgn0003089,-1.1343078,1.139897284,-0.51643803,0.739680157,2.822331535,2.66566847
343,pk,FBgn0003090,3.903727081,3.27350507,2.262414777,2.779709607,3.836523996,2.556512717
344,Pkc53E,FBgn0003091,4.734401185,5.149993108,5.227637123,5.844842229,5.324463195,5.636736478
345,Pkc98E,FBgn0003093,7.581746597,7.267921526,7.370934097,7.542591747,7.642161242,7.509243447
346,pn,FBgn0003116,5.941777071,6.320290676,6.307680402,6.053593086,6.586794015,6.078285518
347,pnt,FBgn0003118,1.81943816,1.698713778,0.858652928,1.322105633,0.74865668,1.433294378
348,Poxn,FBgn0003130,1.142055473,0.106574195,1.338936105,-0.50358552,3.201079806,1.014831584
349,Pp1-13C,FBgn0003132,0.887154014,2.100498408,-0.78659182,2.861756298,3.723271935,1.476237628
350,Pp1alpha-96A,FBgn0003134,8.432612382,8.451290788,8.294812441,8.365558181,8.135090052,8.082362144
351,Ppn,FBgn0003137,2.592501444,-0.280865671,2.630114117,1.920768282,2.25734194,4.55002685
352,PpV,FBgn0003139,9.929604823,10.31151455,10.42747448,10.68874396,10.66381549,10.39938356
353,pr,FBgn0003141,6.686024266,6.77876742,6.923578235,6.805533352,6.50510091,6.560091771
354,CG2841,FBgn0003159,4.072600771,2.68478424,2.274331286,2.311800538,3.434870093,1.757273754
355,Pu,FBgn0003162,3.635685105,3.825568555,3.717517792,3.238636845,3.584239981,4.113214349
356,pum,FBgn0003165,8.129284375,7.798033349,7.680351942,8.367782967,7.956922373,8.011446427
357,put,FBgn0003169,4.483229624,3.213422379,5.168204986,4.833587176,5.568389971,5.360278869
358,pwn,FBgn0003174,2.330740884,1.660650468,2.829042823,3.65538439,1.295984612,3.015410145
359,px,FBgn0003175,7.180260465,6.297217024,6.130541159,6.27487712,6.833135055,6.514466397
360,r,FBgn0003189,4.548587872,3.252333055,4.245253327,5.43992999,5.540452968,4.451243979
361,ras,FBgn0003204,7.243219433,6.641789987,6.473204395,6.920390384,6.982882441,7.081390918
362,Ras85D,FBgn0003205,8.04100114,8.220439054,7.807780896,7.465525582,7.534287984,7.602443126
363,Ras64B,FBgn0003206,5.141793144,4.9047564,4.776170747,4.302065142,4.059961084,4.069478572
364,raw,FBgn0003209,4.400190322,4.903398843,5.247419815,5.260998483,3.906289028,4.516131108
365,rb,FBgn0003210,4.414769374,3.784862196,3.560933459,3.839442592,2.876307976,4.184003797
366,rdgB,FBgn0003218,5.637513607,5.787335478,4.997195363,5.243760912,6.684107135,6.686236119
367,rec,FBgn0003227,3.454695333,2.912392418,0.726104013,3.209685073,2.184331747,3.3969494
368,ref(2)P,FBgn0003231,8.118934144,7.881933429,7.708072582,8.136280959,8.255019613,7.856691587
369,rk,FBgn0003255,-0.656836423,0.411686699,1.489650415,1.397397535,1.566095137,1.230847213
370,rl,FBgn0003256,4.269932853,4.388174053,4.075164695,3.694719698,3.351574742,3.292694764
371,r-l,FBgn0003257,4.102926833,4.663060828,4.929102222,3.643062238,3.915985664,3.792019327
372,Rm62,FBgn0003261,8.612144023,8.494758344,8.039929257,8.184373768,8.329315816,8.335219618
373,RpLP2,FBgn0003274,7.912276225,8.324906783,8.380859735,8.548144198,8.445875886,8.37133449
374,RpII18,FBgn0003275,6.600930336,6.810257256,7.151461844,7.305416631,6.943128217,7.0171064
375,RpII215,FBgn0003277,5.829285017,5.815757221,5.62433749,6.131738658,6.242157599,5.629620998
376,RpI135,FBgn0003278,-0.06498822,0.713837389,0.858652928,-0.163454821,1.721623318,0.095888004
377,RpL4,FBgn0003279,8.489099787,8.684439454,8.645283722,8.709827526,8.700732994,8.654854607
378,rst,FBgn0003285,1.71336034,2.613514075,2.366277506,3.527154033,2.829190066,4.456615193
379,ru,FBgn0003295,5.972487196,6.054630586,6.369395956,6.031310085,6.16293586,6.335083632
380,run,FBgn0003300,5.756751261,5.394745283,5.506780064,5.373423177,6.030097303,6.097323326
381,rut,FBgn0003301,4.299039355,3.909111134,3.470599938,4.833587176,4.410266297,4.474376176
382,rux,FBgn0003302,5.496145832,5.564969322,4.861590222,4.420504123,5.209577531,5.365998963
383,ry,FBgn0003308,-0.06498822,0.584277391,-1.731446717,0.248023002,-0.376714455,0.614564562
384,S,FBgn0003310,5.997723368,6.061950168,5.840136075,5.747482244,6.161577934,5.97165143
385,sax,FBgn0003317,6.371681601,6.262164325,5.846136613,5.800455013,6.021888918,5.867297275
386,sbr,FBgn0003321,4.943240468,4.885633359,4.755064996,4.440222476,4.87041448,4.979939743
387,sca,FBgn0003326,7.589531552,7.362098435,7.342563097,7.4751155,7.990579076,7.606676984
388,scb,FBgn0003328,-3.349234113,0.411686699,-0.288981758,2.231776322,3.021107266,0.235747422
389,Sce,FBgn0003330,5.135938906,5.722610009,5.257960731,5.514539078,5.54670811,5.666398618
390,Scm,FBgn0003334,4.57695199,3.428777235,4.532519349,2.372770102,4.935422659,3.658559133
391,sd,FBgn0003345,6.259042529,6.222977415,6.06687886,5.963557766,5.911507071,6.163960883
392,RanGAP,FBgn0003346,4.426807044,4.960650129,3.893941794,4.431292984,4.598659816,4.017123123
393,sei,FBgn0003353,4.926381346,4.537415319,4.619169516,4.080106489,4.882004438,4.483175339
394,sesB,FBgn0003360,9.517749479,9.825725774,9.777833139,9.719059606,9.528403253,9.438004932
395,sev,FBgn0003366,3.735844249,1.044590127,1.269190737,-0.079378789,1.082970983,4.014697583
396,sgg,FBgn0003371,8.384663512,7.969515732,7.879260995,7.470982217,7.786357545,7.718397178
397,Sgs3,FBgn0003373,0.469747574,1.329740247,-0.889189446,1.274969192,-0.654333047,-0.721776736
398,Sh,FBgn0003380,9.086601091,8.86858482,8.982116532,9.118427774,8.706680889,8.928166915
399,Shaw,FBgn0003386,7.814646628,7.83819728,7.789473213,8.533094179,8.712256596,8.059746147
400,shf,FBgn0003390,1.759780461,-0.232308595,-1.935916106,2.574408637,2.038083418,1.825287962
401,shg,FBgn0003391,1.848366706,2.109945473,0.282647923,2.845716001,-0.654333047,0.872062952
402,shi,FBgn0003392,9.35939152,9.117415332,8.822874366,8.919433957,8.806388409,8.5824891
403,shn,FBgn0003396,5.405376311,5.376270309,5.216871468,6.882893246,6.322124773,6.371083357
404,sina,FBgn0003410,7.762880977,7.94778433,8.083969232,7.775802417,7.377024659,7.648345914
405,skd,FBgn0003415,6.494004724,5.926830541,6.132179127,7.063934359,6.995131935,6.948870793
406,sl,FBgn0003416,1.094551379,1.511806827,-2.174226554,1.990511666,0.659113752,0.095888004
407,slgA,FBgn0003423,8.045887499,7.787769206,7.706149379,7.577409837,7.619591268,7.752824112
408,slo,FBgn0003429,7.449341473,7.47515587,7.357693691,7.68029637,7.590873018,7.582314422
409,slp1,FBgn0003430,2.609499991,2.022608644,2.788070152,0.342497591,3.522107875,3.722379573
410,sm,FBgn0003435,9.39322064,9.313630905,9.195045757,9.220176227,9.096983694,9.010891766
411,smo,FBgn0003444,1.2326139,2.559376412,2.544138717,3.337536729,1.410165152,2.878049092
412,sn,FBgn0003447,8.633595683,8.40095175,8.201161409,7.755734642,7.834658716,7.881197852
413,sna,FBgn0003448,0.506510519,0.688839504,-0.51643803,-3.108263111,-0.441272957,1.053155688
414,snf,FBgn0003449,5.912968733,6.286842409,6.260533344,6.179980617,5.905841027,6.165054956
415,stwl,FBgn0003459,1.070199589,3.27350507,0.980041932,3.271028428,2.692952368,3.518347739
416,Sod,FBgn0003462,10.54934668,10.8389631,11.11644986,11.04702856,10.78897203,10.94135948
417,sog,FBgn0003463,3.459390917,3.141545419,3.806374582,3.242725789,4.163989052,3.511482548
418,sol,FBgn0003464,5.915533912,6.113347802,5.858063332,6.316207643,6.258128433,5.967267846
419,spir,FBgn0003475,7.270862343,6.465348283,7.1494413,6.986498693,7.141105549,7.075002539
420,spn-A,FBgn0003479,3.914026074,3.671402193,4.173890043,3.560295865,4.770623588,3.885253791
421,spn-B,FBgn0003480,0.859000396,2.032577959,0.889971067,1.910523901,2.236856163,1.358753501
422,spz,FBgn0003495,5.481216262,5.905967532,5.744858185,5.559488338,5.454351026,5.444687686
423,sr,FBgn0003499,-0.363569895,-0.18533274,1.316060252,0.181417869,-0.816141487,1.476237628
424,Btk29A,FBgn0003502,6.92585728,7.037958241,7.265180801,7.154345239,6.141054158,6.570450666
425,Sry-delta,FBgn0003512,5.848205935,5.101091961,5.036210221,5.379935104,5.704229569,4.818274132
426,sqh,FBgn0003514,8.627871596,8.910493906,9.018882029,8.696566881,8.568395636,8.630308857
427,st,FBgn0003515,3.755067892,3.056157896,3.699954127,2.10274672,2.934711306,4.311998326
428,sta,FBgn0003517,10.45694767,10.4222693,10.54349494,10.57065799,10.71597474,10.65677894
429,stau,FBgn0003520,7.105468968,7.032379863,6.928771072,7.315885405,7.36704433,7.179394149
430,stg,FBgn0003525,2.048607768,1.393016685,2.297873021,0.311688385,2.2875353,-0.930283975
431,Su(dx),FBgn0003557,9.525326843,9.365205552,8.891816671,9.368933327,10.1862545,9.739533677
432,su(f),FBgn0003559,6.836637188,6.955536366,6.661921054,6.576059163,7.208409975,6.246900477
433,su(Hw),FBgn0003567,3.789037845,1.083471736,2.332480645,1.858181571,0.461404513,2.772895668
434,su(sable),FBgn0003575,3.478021903,1.897272487,2.684710408,3.560295865,4.36142379,4.853989847
435,Su(var)3-7,FBgn0003598,5.568560582,5.444130993,5.709088871,5.008274376,5.132658812,5.556466691
436,Su(var)205,FBgn0003607,8.240366907,8.314347062,8.243073169,8.375717366,8.420270697,8.430421104
437,Su(var)2-10,FBgn0003612,8.822556121,8.554250413,8.073564218,9.242489874,9.380782197,9.278580087
438,su(w[a]),FBgn0003638,7.022626689,6.760888148,6.381841597,6.983447518,6.777930096,6.782763757
439,svp,FBgn0003651,1.681562476,1.553947017,2.452713228,1.664513513,1.691830152,0.332406409
440,sw,FBgn0003654,4.740201009,4.397847334,4.788687563,6.008677509,6.057369525,5.343947678
441,sws,FBgn0003656,5.635440389,5.967672696,5.547858041,6.172498098,6.639932459,5.140954857
442,Syb,FBgn0003660,3.720278748,3.648895503,4.118777521,3.07857125,2.928337583,3.393219515
443,T-cp1,FBgn0003676,8.615040276,8.3807285,8.615293102,8.299990706,8.323407687,8.546630494
444,Tbp,FBgn0003687,4.755554173,5.460839631,5.05360136,4.641005714,5.209577531,5.759880103
445,thr,FBgn0003701,-4.002720471,0.855358807,0.133618345,1.322105633,-3.37950942,-3.480668979
446,tipE,FBgn0003710,6.152890808,6.317235427,6.231028849,5.817003591,6.362870563,5.867297275
447,tko,FBgn0003714,5.890544024,6.174278224,6.276914518,6.210572718,5.970857902,6.171057568
448,tkv,FBgn0003716,3.050194186,1.102526515,1.008857829,0.78524619,4.10869081,-0.058999751
449,tld,FBgn0003719,0.859000396,2.278599638,2.015012782,-0.678117084,-0.579761743,-0.539633953
450,Tm1,FBgn0003721,6.910079456,6.856590397,7.213895684,6.949451668,6.855982729,6.812741679
451,Egfr,FBgn0003731,2.448782121,0.250193992,-0.889189446,-2.348616583,-2.114611103,2.386832487
452,Top2,FBgn0003732,5.229621491,5.229066869,5.268425189,4.731078791,4.968414317,4.730836812
453,tra,FBgn0003741,4.173209651,4.973644963,4.469129379,4.395011849,4.671068932,4.563365262
454,tra2,FBgn0003742,6.774878521,5.983177262,6.1123997,6.225112324,6.490032623,6.363001792
455,trc,FBgn0003744,5.916387959,5.165931958,4.623834152,5.351817506,5.448795144,4.971209667
456,Treh,FBgn0003748,5.559841688,5.430057768,4.217747418,4.334994708,4.614626704,4.610708794
457,trk,FBgn0003751,2.267889094,1.634705313,2.17612382,1.627465004,0.659113752,0.893344034
458,trx,FBgn0003862,7.87585872,7.756343238,7.775129773,8.137242222,8.752386918,7.854997745
459,tsh,FBgn0003866,3.510058162,3.680941462,3.854796098,4.592167077,4.537158993,4.375759833
460,tsl,FBgn0003867,2.121520229,2.510279931,1.338936105,3.05551188,1.807480075,3.525180415
461,ttk,FBgn0003870,1.564403469,1.735798606,2.057008429,1.14117993,2.941056994,1.263902515
462,tub,FBgn0003882,6.080824465,6.12969438,6.000277103,5.303701675,5.863038956,5.945784609
463,alphaTub84B,FBgn0003884,12.4658603,12.49868833,12.51484566,12.54294681,12.75202914,12.56781299
464,alphaTub84D,FBgn0003885,9.377878618,9.189221596,9.240458909,8.899014702,9.212304817,9.204294476
465,alphaTub85E,FBgn0003886,3.181035202,3.046350749,3.046153746,-0.120804429,1.765190284,1.636266362
466,betaTub56D,FBgn0003887,13.47881505,13.50409255,13.52066298,13.80535862,13.70429529,13.67555674
467,betaTub60D,FBgn0003888,8.951369692,9.008219564,8.791862815,9.02551459,8.364560431,8.9213847
468,betaTub85D,FBgn0003889,1.804753413,0.106574195,2.000738112,1.676654567,3.308051349,0.132144361
469,betaTub97EF,FBgn0003890,2.730979824,1.940272485,2.250399018,1.523749177,2.140890419,3.469590884
470,tud,FBgn0003891,8.744393799,8.688583087,8.696692931,9.708149864,9.627632263,9.421390848
471,ptc,FBgn0003892,-0.119964509,-0.280865671,0.69097252,0.541497485,-1.098988806,0.737330092
472,tup,FBgn0003896,5.563117451,4.813745448,4.865534343,5.447035439,4.708746689,4.505805123
473,RpL40,FBgn0003941,8.780373258,9.111622167,9.258662531,9.388326454,9.166921133,9.229287632
474,RpS27A,FBgn0003942,7.250687966,7.477210434,7.640338108,7.809961661,7.515542338,7.721003239
475,Ubi-p63E,FBgn0003943,5.875690973,5.877211462,5.810776345,5.991770699,6.066830566,5.779300523
476,ush,FBgn0003963,6.292978191,5.639432887,5.86102967,6.812083501,6.687413524,6.805743886
477,usp,FBgn0003964,4.613221531,4.420801963,4.327620023,4.225621455,3.663127571,4.688855538
478,vap,FBgn0003969,4.457642875,4.372560616,3.717517792,4.233861582,4.398786224,4.837615467
